,text,annotations,language,created_at,month,day,source
460,金秀贤超话 #金秀贤的2020# 【對應COVID-19相關 大邱定期新聞發布會（第18次） 新聞稿中提及金秀賢的部分】2020年3月3日星期二，大邱廣域市災難安全對策本部就應對「COVID-19」事件舉行例行新聞發布會。會上由大邱市災難安全對策本部長暨大邱廣域市市長交待救援情況。（圖1-5是全文）其 ...全文,,cn,23小时前,3,3,weibo
461,#防控疫情 深圳在行动# 【世卫组织点名表扬深圳，调研腾讯大数据抗疫成果】2月29日，世卫组织公布中国考察报告，称赞“中国采取了历史上最勇敢、最灵活、最积极的防控措施”。腾讯是世卫组织在华考察全程中去过的唯一一家科技企业，调研的正是科技公司如何利用大数据防控疫情。世卫考察组在为期9天行 ...全文,,cn,昨天 13:15,3,3,weibo
462,"PYQ到处传着这个消息。不知真假。但看大丸百货店的主页的确表明紧急休业4日。可能真有感染的了。南波，心斋桥那地方本来就应该是全日本感染最高发地。一直没传出谁感染反而蹊跷呢。我打马赛克的地方是原文用了“武汉肺炎”这四个字。这是我非常讨厌的四个字。坚决抵制。国际上通用是covid-19,日语常说 ...全文",,cn,23小时前,3,3,weibo
463,【新南威尔士州卫生局允许药房给10岁的孩子注射流感疫苗】78岁的珀斯男子James Kwan是澳大利亚第一位因COVID-19而死亡的人。Kwan先生去世后，新南威尔士州卫生局宣布，该州现在将允许药房给10岁的孩子注射流感疫苗（先前的年龄限制是16岁）。详情点击： 网页链接 ,,cn,昨天 16:00,3,3,weibo
464,#covid-19毒株分离# 央视新闻报道：医学科学院成功分离出新冠肺炎病毒。 Theonlywinegood的微博视频 ,,cn,19小时前,3,3,weibo
465,美国人到底有多不care #Covid-19# 新冠疫情呢？？在当下关头依然积极热烈的邀约一起周末去中国城喝早茶 😂😂😂😂 ,,cn,19小时前,3,3,weibo
466,"#出门别忘戴口罩##英国疫情#大曼彻斯特地区再新增三例确诊新冠病例，一人来自博尔顿，两人来自贝里。Three further cases of COVID-19 (coronavirus) have been confirmed in Greater Manchester.One of the cases is a resident of Bolton and two are residents from Bury, who are known ...全文",,cn,19小时前,3,3,weibo
467,#COVID-19疫苗#重组疫苗（mRNA）技术是近年来兴起的新一代疫苗技术，其原理是利用mRNA诱导免疫系统对病原体中的蛋白质作出反应。其优势在于制备步骤简单、开发与生产周期短，对流行病疫情可以较快反应。但目前尚无完成临床试验的成品mRNA疫苗问世。 ,,cn,19小时前,3,3,weibo
468,6196.  美联储刚刚宣布下调联邦基金利率目标区间50个基点，至1.00-1.25%，以应对COVID-19引起的风险。下调幅度超预期，美股迅速拉升，主要指数从下跌1.5%左右变成上涨1.5%左右。3月3日白天，澳大利亚联储已经下调利率25BP。相比较而言，2月20日中国LPR才下降了10BP，步子不够大啊！ ,,cn,20小时前,3,3,weibo
469,#为什么你还买不到口罩#【科学分析：你什么时候能买到口罩？丨视知·回答COVID-19 】口罩为什么那么难买？它们都去哪儿了？我们到底需要多少口罩？何时才能满足需要？你想知道都在视频里。视知TV的微博视频 ,,cn,昨天 08:30,3,3,weibo
470,【#Facebook启动视频面试#  禁止外来访客进入办公室】Facebook在全球35个国家设有办事处，公司新闻发言人表示：“鉴于COVID-19（新冠肺炎）形势恶化，我们决定采取措施降低员工风险，比如暂时禁止社会访客进入我们的所有办公室。”如果是出于商业目的，访客仍然可以进入，在短期之内，求职面试也将通过 ...全文,,cn,昨天 13:58,3,3,weibo
471,从明晚11时59分起 ，入境新加坡的旅客若出现发烧或其他呼吸道症状，即使未完全符合“可疑病例”标准，或当场被要求接受冠状病毒疾病（COVID-19）拭子测试（swab test），测试结果或需3至6个小时，等待期间须减少人员接触，一旦检验呈阳性将立即被送往医院进行隔离治疗。被指定却不愿接受检测的 ...全文,,cn,19小时前,3,3,weibo
472,"covid-19, a once-in-a-century pendemic.一百多年前全球大爆发的1918的西班牙流感造成将近全球10亿人感染4000万人死亡，真是太可怕的瘟疫梦魇了。或许真的如Bill Gates说的，这次covid-19也是百年一遇的全球流行病。活在当下也算见证历史了……过去看历史看到各种战争、瘟疫、灾害、动乱只觉得当时的 ...全文",,cn,19小时前,3,3,weibo
473,#加拿大新鲜事# 在蒙特利尔市发现了一个 COVID-19 病例后，魁北克省卫生部长丹尼尔·麦肯（Danielle McCann）表示，人们应该开始考虑采取预防措施，例如要经常洗手，与别人见面的时候别握手，也别亲脸（双颊吻）：网页链接 ,,cn,20小时前,3,3,weibo
474,#星暹分享# 【朱拉隆功医院取消体检门诊部健康检查服务】3月3日，泰国红十字会朱拉隆功医院发布关于取消体检门诊部健康检查服务的公告，公告如下： 因新冠病毒肺炎“COVID-19”已被定为第14种危险传染病，为遵守公共卫生部相关规定，防控疫情传播，并减少院内患者拥挤，朱拉隆功医院特此作出如下通 ...全文,,cn,22小时前,3,3,weibo
475,#韩国疫情# 韩国各地区新冠肺炎(COVID-19)新增发展趋势动态，数据截止：2020年3月3日0时，数据来源：韩国疾病管理本部  奋斗在韩国的微博视频 ,,cn,昨天 13:49,3,3,weibo
476,冠状病毒传播，威士忌和烈酒行业大受影响。到目前为止，由于冠状病毒（COVID-19）遍及全球，因此2020年的开始并不是很乐观。小型企业和全球企业都受到了这种病毒的影响，除了因为病毒本身的传播，还由于对病毒的恐惧在亚洲各地，尤其是中国附近的国家以及受中国游客欢迎的西方城市蔓延。随着帝亚吉欧 ...全文,,cn,昨天 10:03,3,3,weibo
477,英特尔将与联想、华大基因携手，加快COVID-19新型冠状病毒的基因组特性分析。#超算加速新冠病毒研究#来自英特尔及联想的专业技术与生命科学专家将通力合作，为华大基因的研究人员提供全新的大数据分析技术和计算资源，进一步提升其基因测序工具的分析能力，更高效地研究新型冠状病毒的基因组特性。点击 ...全文,,cn,昨天 11:00,3,3,weibo
478,北京时间3月3日晚20点，G7国家财长及央行行长召开紧急电话会议，会后发布了联合声明。以下为声明全文： （G7财长及央行行长联合声明，来源：美国财政部） 我们（G7财长及央行行长）正在密切关注COVID-19的传播，以及疫情对于市场和经... 分享自@雪球 北京时间3月3日晚20点，G7国家财长及央行行长召开紧急电话会议，会后发布了联合声明。以下为声明全文： 淄博 ,,cn,20小时前,3,3,weibo
479,【国际航协呼吁监管机构暂停实施航班时刻管理规则】国际航空运输协会（IATA）正与世界各地的航空监管机构联络协商，在新冠肺炎疫情（COVID-19）期间暂停实施2020年航班时刻管理规则。全球约43%的旅客从200多个施行全球航班时刻协调机制的机场出发。根据现行的航班时刻管理规则，正常情况下，航空公司 ...全文,,cn,20小时前,3,3,weibo
480,"#共同战疫#【中国学校开展在线教育应对疫情影响】Avec la fermeture des écoles et des universités à travers la Chine en raison de COVID-19, les élèves et étudiants sont inquiets pour la suite de leur parcours scolaire. Mais à mesure que les cours en ligne deviennent disponibles, ils  ...全文",,cn,23小时前,3,3,weibo
481,不知道价格会不会回落，让一些口感不错的酒从陈列架上重新回到普通人的杯中，比如山琦12，疫情之前那段时间价格高的喝不起了,,cn,昨天 10:34,3,3,weibo
482,#经济学人精读笔记[超话]# 每天一篇，读外刊，看世界！今日导语：由美国和欧洲宇航局的卫星图像数据可知，随着各地严厉抗击新冠病毒引发的 COVID-19 疫情，全国的污染状况也急剧下降。对比事件前后的二氧化氮监测数据，可知主要由燃料燃烧而释放的这种气体是如何消散的。比如去年 1 月 1 日 ~ 2  ...全文,,cn,20小时前,3,3,weibo
483,"#2020中国大学生好创意,为中国加油!武汉加油!# @全国大广赛组委会 作品:《征服covid-19》作者:张星星指导老师:张翔学校:郑州工程技术学院 ",,cn,20小时前,3,3,weibo
484,【钟南山：若封城晚5天，疫情规模将扩至3倍！】日前，钟南山院士团队在医学期刊《Journal of Thoracic Disease》发表“基于SEIR优化模型和AI对公共卫生干预下的中国COVID-19暴发趋势预测”的文章，对疫情态势进行了预测。研究显示，1月23日实施控制措施后，新冠肺炎传染几率降低。一定数量易感人群的 ...全文,,cn,22小时前,3,3,weibo
485,【深圳用科技赋能 为打赢疫情防控阻击战提供最强武器】上周末发布的 《中国－世界卫生组织新型冠状病毒肺炎（COVID－19）联合考察报告》指出，中国面对新冠肺炎疫情，采取了历史上最勇敢、最灵活、最积极的防控措施。其中，深圳成为唯一被分析的城市案例，一些深圳科技企业也为大数据防控疫情方面的考 ...全文,,cn,21小时前,3,3,weibo
486,新冠病毒在物体表面能活9天？随着新冠病毒(COVID-19)在全球的疫情持续扩大，各国卫生官员们表示正在积极的评估新冠病毒在物体表面存活的时间，以准确地掌握病毒传播的风险。  ☞@点我领138元每天限100名 ，！根据其他冠状病毒的研究，传染病专家说新冠病毒主要透过飞沫途径传染，此外若 ...全文,,cn,21小时前,3,3,weibo
487,"【WHO开启抖音官方帐号 宣导新冠肺炎防疫资讯】#新冠肺炎#(COVID-19)疫情持续扩大，世界卫生组织(World Health Organization, WHO)为了能进一步宣导正确的防疫措施，已开设了抖音(TikTik)官方帐号，宣导如何正确洗手、戴口罩来防止意外感染新冠肺炎。为了防疫，WHO 可说也是无所不用其极了。 ...全文",,cn,21小时前,3,3,weibo
488,【Daily Briefing on Fighting against COVID-19（抗击新冠肺炎每日简讯）】（via.深圳人民政府外事办公室）Daily Briefing on Fighting against COVID-19 ,,cn,21小时前,3,3,weibo
489,#新加坡##COVID-19##全球抗疫第一线# 新加坡今天新增新冠病毒感染病例2例，累计110例，治愈78例 ,,cn,21小时前,3,3,weibo
490,劝你戴口罩。哪怕没COVID-19。#搞笑##迷惑行为大赏# 要火君的微博视频 ,,cn,21小时前,3,3,weibo
491,（英语听力）美国如何做COVID-19 临床药物有效性的治疗试验 #美国疫情# #抗病毒药物瑞德西韦临床试验在武汉启动# 归国大夫顾玲芬的微博视频 ,,cn,21小时前,3,3,weibo
492,美媒：有球员感染新冠病毒 NBA官方立即下发通知最近一段时间，COVID-19（新冠病毒）开始在美国肆虐，这也波及到北美四大体育联盟。早些时候，NBA官方曾公开发表声明称：“我们的员工、球队、球员和球迷的健康与安全是最重要的，我们目前正在和球队协调合作，并与CDC就COVID-19的预防进行交流，我们 ...全文,,cn,21小时前,3,3,weibo
493,Coronavirus (COVID-19) Live Infections and Deaths Updates 网页链接 ,,cn,昨天 06:48,3,3,weibo
494,【“泰国教育部长”签署教育部针对新冠病毒措施】#新冠肺炎疫情泰国消息更新# #全球疫情# #泰国疫情# #全球抗疫第一线#泰国头条新闻社讯  2月29日，泰国教育部部长Nataphol Teepsuwan先生表示，近日，教育部签署了管理和预防新冠病毒(COVID-19)传播的指令，具体措施如下：1.根据泰国公共卫生部公告 ...全文,,cn,3/2/20,3,2,weibo
495,今天，马云公益基金会与澳大利亚Peter Doherty感染与免疫研究所正式签署捐赠协议，将捐赠共计320万澳元（约1470万人民币）以支持后者针对新型冠状病毒（COVID-19）疫苗的研发工作，以期进一步加速疫苗的研发进程。这是马云公益基金会1亿元“防疫基金”的第二个国际合作项目，旨在为抗击新型冠状病毒肺 ...全文,,cn,3/2/20,3,2,weibo
496,#邮政业战疫# 日前，又有1万人份新型冠状病毒（COVID-19）核酸检测试剂盒，顺利抵达武汉两所医疗机构。这批物资是由陕西佰美基因捐赠，经由京东物流医药业务专业运输后，已正式交付使用。@京东物流 ,,cn,21小时前,3,3,weibo
497,#钟南山团队：建议严格防控措施实施至4月底！透露更多信息#近日，钟南山院士团队在《Journal of Thoracic Disease》期刊发表研究文章。该研究把1月23日前后的人口迁徙数据及最新的COVID-19流行病学数据，整合到经典传染病学预测模型中，并得出流行曲线。预测显示：①本次疫情中国在2月下旬达到高峰 ...全文,,cn,21小时前,3,3,weibo
498,"【英各界人士为中国战“疫”加油】In the battle against the COVID-19, the Chinese people's strong and brave efforts to control the epidemic have impressed the whole world. The battle against the disease is also in the hearts of the British people. With the support of the British E ...全文",,cn,昨天 15:40,3,3,weibo
499,【#外媒：尼日利亚具有对抗疫情的经验# 】据彭博社报道，尼国在抗击疫情方面，包括霍乱和埃博拉，获得了丰富经验，在应对快速蔓延的病毒时，比其他非洲国家相对来说更具优势。此前用于确诊其他病毒感染患者的实验室系统，现在可以用来确诊COVID-19，根据世界卫生组织公共卫生紧急情况方案司司长Micha ...全文,,cn,21小时前,3,3,weibo
500,韩国国家情报院3日表示，朝鲜目前有7000-8000人被列为新型冠状病毒（COVID-19）的医学隔离观察对象。（韩联社） ,,cn,22小时前,3,3,weibo
501,盖茨发文：新冠肺炎或成为百年不遇的大流行病！堪比1918年严重程度和传播速度的大流感，如今已再次发生，新型冠状病毒（COVID-19）感染的肺炎可能成为百年不遇的大流行病！新冠肺炎的威胁，主要在于两点，一是它的传染力极强，二是它能造成健康成年人的死亡。2月29日，比尔·盖茨（盖茨基金会主席） ...全文,,cn,22小时前,3,3,weibo
502,【韩国新增**例新冠病毒感染死亡病例 累计...】#新冠疫情# 韩国3日新增3例感染新型冠状病毒（COVID-19）的死亡病例，累计死亡病例增至31例。 据卫生防疫部门透露，**例死亡病例全部来自大邱...网页链接 ,,cn,23小时前,3,3,weibo
503,#德国新冠肺炎最新消息#3月3日7:25 专家建议打疫苗：数据显示大部分新冠感染者症状轻微，但对于有基础疾病的人来说情况则会很严重。专家建议这些高危人群检查自己的防疫情况，需要的话进行百日咳、肺炎链球菌和流感注射疫苗。虽然这些疫苗并不针对COVID-19，但可预防其他肺部感染。 ,,cn,23小时前,3,3,weibo
504,#新冠病毒下众生相# 韩国“对战”新冠疫情：24小时戒备，30万亿韩元急救随着韩国确诊的新冠人数逼近5000人，文在寅政府正面临一系列严峻考验。当地时间3月3日，韩国中央防疫对策本部通报显示，截至当天0时，韩国较前一天新增600例感染新冠病毒（COVID-19）确诊病例，累计确诊4812例。新增的600例 ...全文,,cn,昨天 19:23,3,3,weibo
505,【日本右翼参议员想“甩锅” 用“武汉肺炎”抨击中国】当地时间3日，日本右翼参议员山田宏在国会上发表争议言论：“武汉发源的新型肺炎，我将其称之为‘武汉肺炎’，如果用含糊不清的名字，会让大家忘记真正的原因。”妄图以带有地域的病毒名称抨击中国，来拉拢右翼国民。世卫组织早已就新冠病毒(COVID ...全文,,cn,昨天 14:30,3,3,weibo
506,COVID-19疫情，Running在地球村，TRUMP: 特效药呢？NIH: 至少要一年后…… 东莞 ,,cn,昨天 19:08,3,3,weibo
507,开放课堂—今天第四课：生活的苟且。武汉因新冠病毒（COVID-19）封城今天是第四十一天。 叶双贵的微博视频 ,,cn,昨天 18:59,3,3,weibo
508,凤凰财经：末日博士鲁比尼预言今年全球股市将下跌30-40％，特朗普注定落选!COVID-19疫情或将对政治产生重要影响;按历史规律，特朗普将在大选中失败!他曾准确预测到2008年金融危机爆发……是国际宏观经济学领域世界知名专家，其观点相当悲观而被外界称为“乌鸦嘴”!砖家: 形势 ...全文,,cn,昨天 18:55,3,3,weibo
509,#量化对冲基金#【韩媒：新天地教徒电询收尾，大邱逾四千信徒受检阳性率62%】韩国中央灾难安全对策本部3月3日表示，截至当天零时，已经对新天地教会信徒19.5162万名中19.2634万名（98.7%）进行电话调查，确认是否出现新型冠状病毒（COVID-19）感染症状。在大邱地区，4328名受检信徒中有62%结果呈阳性。 ...全文,,cn,昨天 18:51,3,3,weibo
510,今天鬼佬聊天提到covid-19引发肺炎治不好美国处理就是等特效药 要不然就是死现在各地报道出院人数 大概率还是会复阳再发病吧为了政绩 赶病人出院 只能这样理解 希望感觉出来有效的药  起码慢慢控制成慢性病也强啊 即便被歧视 也能活命 ,,cn,昨天 18:50,3,3,weibo
511,#黄灿盛[超话]#【200303新闻】韩网新闻👉💜标题：[独家]黄灿盛在服役期间捐赠5000万元用于防止COVID-19扩散💜内文：组合2PM成员兼演员黄灿盛在服役期间，为防止新型冠状病毒感染症COVID-19扩散及灾后重建捐款5000万韩元。 3月3日，希望桥全国救灾协会负责人对Star News表示，黄灿盛于今天(3 ...全文,,cn,昨天 19:02,3,3,weibo
512,塞内加尔遭遇一例输入型Covid-19，让撒哈拉西南非洲地区特别是西非地区再添困扰！期待有效就治、没有导致更多感染出现。非洲脆弱，做好病毒防范很重要！警惕西方输入！非洲三国确诊首例新冠肺炎 ,,cn,23小时前,3,3,weibo
513,#汉英同传实况# March 3 Hubei officials' press conference on COVID-19 control 湖北召开新冠肺炎疫情防控发布会。这样的同传范本，大家多听听，有好处。译员声音听着熟悉，却又说不上来是谁#教主论同传# 英汉同传张伟-同传通天教主的微博视频 ,,cn,昨天 17:40,3,3,weibo
514,"【Confirmed COVID-19 cases in Shenzhen remain at 418】Shenzhen had zero new confirmed COVID-19 case on Mar. 2, and the total number of confirmed cases in the city continues to remain at 418, according to the latest figures released by the Health Commission of Shenzhen Municipalit ...全文",,cn,昨天 11:03,3,3,weibo
515,分享就有余，争抢就不足。共勉。愿世界和平_#COVID-19# ,,cn,23小时前,3,3,weibo
516,#OBAX·COVID-19# 【厦门公交最新消息 - 3.3】截止到今日目前还有部分线路调整走向。关于其它方面更详细的信息可以参考昨日的微博。本文数据为我协会成员统计和调查得到，部分未经官方证实，仅供参考之用。如有疏漏或错误，请联系我们。 ,,cn,23小时前,3,3,weibo
517,【澳大利亚科学家回答2019冠状病毒病相关问题】澳大利亚@澳洲新南威尔士大学 科比研究所（Kirby Institute）生物安全项目主任、全球生物安全教授、国家健康及医学研究委员会首席研究员Raina MacIntyre教授回答了有关2019冠状病毒病（COVID-19）的几个大家较为关注的问题：1、什么是大流行?2、还有多 ...全文,,cn,23小时前,3,3,weibo
518,中国科学院武汉病毒研究所声明近期，有媒体发布题为《AI海选潜在新冠药物看中一类肿瘤药，武汉病毒所拟开展试验》报道，称：“记者从瑞士AI技术与生物医药公司Demiurge Technologies AG获悉，该初创企业在开发出精确广谱病毒学模型之后，对已发表的COVID-19研究数据进行了综合分析。AI认为，磷酸肌醇 ...全文,,cn,23小时前,3,3,weibo
519,COVID-19是生物武器吗？这篇英国巴斯大学政治、语言、国际研究学系副教授黄伯农的文章很有意思！阴谋论者自然可以从中找到太多的“巧合”！ 香港特区·銅鑼灣 ,,cn,3/2/20,3,2,weibo
520,【日本团队加速研究现有药物治疗新冠肺炎方法】为寻找尚无特效药的新型冠状病毒肺炎（COVID-19）治疗方法，瞄准现有药物的集中研究在全球活跃开展。这是由于现有药物有人体使用方面的实际成果，有望短时间内用于治疗。日本的研究团队也正通过超级计算机等推进解析工作。网页链接 ,,cn,昨天 15:45,3,3,weibo
521,马来西亚今日新增7例新型冠状病毒（COVID-19）确诊病例，目前累计病例达到36例大马卫生部在文告中说，目前有14名患者在双溪毛糯医院和吉隆坡中央医院接受治疗，另22人则已经治愈出院。文告指出，所有患者的情况稳定#马来西亚疫情##全球疫情# ,,cn,昨天 15:51,3,3,weibo
522,华大基因携手 英特尔 、联想 ，加速新型冠状病毒基因组分析 2020年3月3日， 英特尔、联想以及华大基因今天宣布，提供达40倍加速计算， 英特尔 联想将处理华大测序仪 高通 量数据 来源：观察者网 正携手加快COVID-19新型冠状病毒的基因组特性分析。 文章称，英特尔、联想提供的技术包括一个大型高性能计 ...全文,,cn,昨天 18:44,3,3,weibo
523,#量化对冲基金#市场消息：保加利亚称和俄罗斯天然气寡头Gazprom的谈判中实现了40%的天然气降价。【报道】韩国中央防疫对策本部副本部长权埈郁3日举行记者会介绍了韩国感染新型冠状病毒（COVID-19）病例的特征，韩国新冠病例死亡率为0.6%，只看70到79岁为4%，80岁以上为5.4%。（韩联社） ,,cn,昨天 18:43,3,3,weibo
524,钟南山团队最新论文《基于SEIR优化模型和AI对公共卫生干预下的中国COVID-19暴发趋势预测》中预测：如国内管控措施推迟5天实施，疫情规模将扩大至3倍；如国内管控措施提前5天实施，疫情规模将减少2/3。 ,,cn,昨天 14:19,3,3,weibo
525,Just spoke to the local government office to arrange appointment to sort out TAX payments.I asked if it's ok to wear face mask in the building because of the Covid-19 risk. I been told officially I won't be allowed in the building wearing face mask because of security concerns. ...全文,,cn,昨天 18:35,3,3,weibo
526,我的好友兼眼科同行北京同仁医院眼科中心万修华教授连夜翻译了比尔·盖茨先生发表于《新英格兰杂志》2020.02.28的一篇题为“Responding to Covid-19 — A Once-in-a-Century Pandemic? ”的文章，现在分享给中国的朋友们！陶勇超话 #新冠肺炎全球风险级别调为非常高# 如何面对百年一遇的新冠病毒大流行-中文版 ,,cn,3/1/20,3,1,weibo
527,【**个国家和地区对韩国采取#入境管制#措施】#新冠疫情# 据韩国外交部3日消息，截至当天下午3时，因新型冠状病毒（COVID-19）疫情对韩国采取入境管制措施的国家和地区为...网页链接 ,,cn,昨天 18:23,3,3,weibo
528,今天，我们在战情室召开了一场极有成效的白宫冠状病毒特别工作组会议。我们对伊朗施加了额外旅行限制，并且我们正在将旅行警告提升至四级，敦促美国人不要前往意大利和韩国的特定地区。 意大利旅行警告更新：三级——鉴于近期COVID-19的爆发，请重新考虑前往意大利的旅行。鉴于这一病毒的社区传播水 ...全文,,cn,3/2/20,3,2,weibo
529,今天澳洲疫情加剧！1小时确诊4人！政府推最严法令：设疫区，强制隔离，大学可关闭校园！最新的澳洲官方模型数据显示，澳洲的新冠肺炎（COVID-19）疫情很可能将在未来一个月内急剧恶化，在今年4、5月的时候加剧传播，并在8月时候达到病毒传播峰值。 ,,cn,昨天 16:34,3,3,weibo
530,恭喜医学博士黛博拉·伯克斯大使被彭斯副总统选定担任白宫冠状病毒应对协调员。伯克斯大使将数十年的全球卫生专业知识带到抗击COVID-19传播的斗争中。网页链接 ,,cn,昨天 16:29,3,3,weibo
531,#新冠肺炎英文名修订为COVID-19#顺一顺时间线吧。最早发现致病的这种新冠状病毒后，为了方便交流 WHO 将其暂定名为 2019-nCov。中国国家卫健委发布了对病毒的正式中文称呼为新型冠状病毒，由这种病毒引起的肺炎称之为新型冠状病毒肺炎，简称新冠肺炎，并给出英文简称 NCP。随后，国际上开始对病 ...全文,,cn,昨天 16:21,3,3,weibo
532,看到武汉同胞在对抗COVID-19肺炎疫情下，我有一个想法💡，口罩不仅可以用来防御病毒🦠。是否可以给他赋予更多的功能，社交，装饰，大数据，在线健康等等。就像智能手表，智能眼镜等等可穿戴设备那样，提升人们的效率。 区块链谢大火包的微博视频 ,,cn,昨天 16:05,3,3,weibo
533,【IN视频|世卫组织公布考察报告：深圳“科技抗疫”让考察组印象深刻】《中国－世界卫生组织新型冠状病毒肺炎（COVID－19）联合考察报告》上周末发布，深圳成为唯一被分析的城市案例。据悉，中国与世界卫生组织联合考察组于2月18、19日在深圳考察。考察组考察了深圳宝安国际机场、深圳市第三人民医院 ...全文,,cn,昨天 16:03,3,3,weibo
534,"【直播：湖北召开新冠肺炎疫情防控发布会】Officials hold a press conference to brief the media on the latest measures for controlling COVID-19 in Wuhan, Hubei. #COVID19# #coronavirus# CGTN的微博视频 . ",,cn,昨天 16:01,3,3,weibo
535,"As COVID-19 coronavirus spreads globally, the number of international departure seats from China is set to drop by more than 5.5 million in March as airlines across the world continue suspending service.网页链接 ",,cn,昨天 16:00,3,3,weibo
536,#关注# 【中国-世卫组织联合考察报告发布！10条干货必看】2月29日，国家卫生健康委发布《中国-世界卫生组织新型冠状病毒肺炎（COVID-19）联合考察报告》，公布了对新冠肺炎的最新研究结果与应对措施。报告指出，中国采取了历史上最勇敢、最灵活、最积极的防控措施。中国-世卫组织联合考察报告发布！10条干货必看 ,,cn,昨天 17:28,3,3,weibo
537,"WHO总干事呼吁人们不要用歧视性言语说COVID-19,被留言者一通睇死：We are all gonna die.Didn't you know.WHO表现的太差了。 ",,cn,昨天 17:20,3,3,weibo
538,【详讯：韩国新增**例新冠确诊病例 累计...】#新冠疫情# 韩国中央防疫对策本部3日通报，截至下午4点，韩国境内感染新型冠状病毒（COVID-19）确诊病例增至...网页链接 ,,cn,昨天 17:17,3,3,weibo
539,【韩国新冠病毒#病死率#与中国武汉以外...】#新冠疫情#韩国中央防疫对策本部副本部长权埈郁3日在记者会上援引世界卫生组织（WHO）的报告表示，韩国新型冠状病毒（COVID-19）重症病例...网页链接 ,,cn,昨天 17:14,3,3,weibo
540,【英特尔、联想携手华大基因，加速新型冠状病毒基因组分析】福布斯中国得到消息，英特尔、联想以及华大基因今日（3月3日）宣布，三家公司正在助力加快COVID-19新型冠状病毒的基因组特性分析上携手合作。来自英特尔及联想的先进大数据分析技术和计算资源与生命科学专家将通力合作，将有助于提升其基因测 ...全文,,cn,昨天 15:33,3,3,weibo
541,转：钟南山院士团队：如果早五天防控，最终感染人数将减少三分之二。近日钟南山院士团队 在Journal of Thoracic Disease (JTD)发表“基于SEIR优化模型和AI对公共卫生干预下的中国COVID-19暴发趋势预测”的文章。该研究预测了 COVID-19 疫情全国在 2 月下旬达到高峰，4 月底趋于平缓。如管控措施推迟  ...全文,,cn,昨天 17:02,3,3,weibo
542,"【特朗普：美国正考虑采取部分中国抗疫措施】U.S. President Donald Trump told a press conference on February 29 that China has been ""making a lot of progress"" in fighting the COVID-19 outbreak. He said he would consider adopting some similar measures in the U.S. in case the situatio ...全文",,cn,昨天 15:31,3,3,weibo
543,#央行降息# 鉴于Covid-19正迅速成为全球性流行病，德意志银行迅速下调了全球增长预测。德银预计美国第二季度经济增长将降至零以下，德国也将陷入衰退。与高盛一样，德银预测美联储将在上半年降息100个基点。 ,,cn,昨天 16:58,3,3,weibo
544,"【韩国总统文在寅：#韩国进入24小时全面戒备状态#】#韩国累计确诊4812例新冠肺炎##韩国新增477例新冠肺炎# South Korean President Moon Jae-in declared war against COVID-19 on Tuesday, directing all government agencies to stay alert 24 hours a day, as the epidemic situation worsens in Da ...全文",,cn,昨天 12:30,3,3,weibo
545,【慢直播II：雷神山医院-治愈的病人陆续出院】 Wuhan's Leishenshan Hospital continues to admit new COVID-19 patients each day; more patients have been discharged after recovery. #COVID19# CGTN的微博视频 . ,,cn,昨天 14:31,3,3,weibo
546,根据Carbon Brief的测算，Covid-19令全球减少了1亿吨碳排放（。网页链接 ,,cn,3/2/20,3,2,weibo
547,韩媒：新天地教徒电询收尾，大邱逾四千信徒受检阳性率62％韩国中央灾难安全对策本部3月3日表示，截至当天零时，已经对新天地教会信徒19.5162万名中19.2634万名（98.7%）进行电话调查，确认是否出现新型冠状病毒（COVID-19）感染症状。政府此前获得31万名新天地信徒名单，除了未成年人和居住在海外 ...全文,,cn,昨天 15:50,3,3,weibo
548,Kronos的CEO发推特说，波士顿飞往拉斯维加斯的飞机上总是满满当当的，结果今天没几个人。。。。#covid-19# #美国新冠肺炎总病例数达96人# ,,cn,昨天 15:45,3,3,weibo
549,如果歐美再不能降低有效傳染數，一兩個月後情況不太樂觀...Straightforward Calculations on COVID-19 Risks网页链接 ,,cn,昨天 13:06,3,3,weibo
550,【#钟南山团队发文称疫情预测4月底趋于平缓#】3月2日，广州呼吸健康研究院在其官方公众号发布消息称，中国工程院院士钟南山团队近日在《Journal of Thoracic Disease》期刊发表“基于SEIR优化模型和AI对公共卫生干预下的中国COVID-19（新冠肺炎）暴发趋势预测”的研究文章。该研究将1月23日前后的人口 ...全文,,cn,昨天 14:44,3,3,weibo
551,【#世卫最新报告称儿童相对安全#】新冠病毒自爆发以来，就以非常惊人的速度席卷了世界各国。由于这是一种新型病毒，没有疫苗、没有特效药，所以打从一开始，人类就处于抗疫战的下风…但是，随着疫情的不断发展，人类也正在对新冠病毒加深认识。上周，世卫组织就公布了新冠病毒肺炎（COVID-19）的中国 ...全文,,cn,昨天 15:32,3,3,weibo
552,#木业资讯# 《新冠疫情之后，对中国及全球家具业有何影响？》 中国在处理病毒和消除事件的效率，当然和墨西哥是不可同日而语的，虽然这次COVID-19武汉处理得有点慢，并且感染人数较多，但中国政府的决心与效率，是非常坚决的。因此GDP与外贸的反弹，肯定会是“V”形，也就是一个季度的事。#疫情复工#   ...全文,,cn,昨天 15:27,3,3,weibo
